"title","description","stars","review_count","address","addr_zip","phone/country_code","phone/number","phone/role","url"
"Kateřina Willmannová","Provozujeme rodinnou cukrárnu s kavárnou a objednávkovým e-shopem. V cukrárně nabízíme výbornou točenou zmrzlinu Adria Gold. Samozřejmě zákusky, dorty a chlebíčky vlastní výroby. Studené a teplé nápoje, např. kávu, horkou čokoládu a mléčnou pěnu, limonádu, lahvové pivo a víno.","5","3","Proutěná 427/28, 149 00  Praha, Újezd u Průhonic","14900","420","776177880","Telefon","https://www.domacidezerty.cz"
"Hájek & Hájková","Naše cukrárna nabízí velký výběr ovocných a šlehačkových dortů, chlebíčky, bagety, mléčné koktejly se zmrzlinou, čerstvé ovocné šťávy, točenou jahodovo-banánovou a vanilkovou zmrzlinu, kopečkovou zmrzlinu. Dodáváme i do kaváren a cukráren v okolí.","2","1","Radlická 520/117, 158 00  Praha, Jinonice","15800","420","703143501","Telefon","https://www.cukrarna-hajek-hajkova.cz"
"Jiří Křivánek","Provoz cukrárny s nabídkou teplých a studených nápojů či zákusků.","4.5","8","Na okraji 439/46a, 162 00  Praha, Veleslavín","16200","420","221228430","Telefon","https://www.slamovka.com/o-cukrarne/"
"Kateřina Jiroušková","Provoz cukrárny s vlastní výrobou.","4.5","5","Národní obrany 824/35, 160 00  Praha, Bubeneč","16000","420","604227672","Mobil","https://www.dodo-bezlepku.cz"
"Staropražské tradiční trdlo","Prodej tradičního trdelníku.","-1","0","Mostecká 55/3, 118 00  Praha, Malá Strana","11800","420","608611823","Mobil","http://www.trdlo.com"
"Staropražské tradiční trdlo","Prodej tradičního trdelníku.","-1","0","Karlova 165/13, 110 00  Praha, Staré Město","11000","420","608611823","Mobil","http://www.trdlo.com"
"Kavárna COFICO","Coffeeshop s historií. Otevřeno každý den.","-1","0","V kapslovně 2765/15, 130 00  Praha, Žižkov","13000",,,,"https://instagram.com/cofico.cz"
"Sweet Life","Cukrárna se specializuje na dorty jako jsou cheesecaky, cupcaky, brownies a mrkvové. Nabízíme dorty na oslavu, firemní s logem nebo catering. Připravujeme své sendviče a saláty přímo v našem obchůdku. Spolupracujeme s The Pie Shop, kteří vyrábí masové páje. K dispozici je WiFi připojení k internetu.","-1","0","U Vodárny 1226/6, 130 00  Praha, Vinohrady","13000","420","603828847","Mobil","http://www.sweetlife.cz"
"MAKSER","Prodáváme zmrzlinu. Nabízíme smetanové, sorbetty ze sezonního ovoce a jedinečné jako například - parmazánové, dýňové, rýžové, rebarborové, bezové, avokádové, olivové, levandulové, a kopřivové zmrzliny.","5","14","Rytířská 962/27, 110 00  Praha, Staré Město","11000",,,,"https://angelato.cz"
"Retro Soft","Provoz cukrárny a pekárny. Nabízíme čokoládové i ovocné dorty a různé druhy zákusků.","5","2","Jugoslávských partyzánů 1088/17, 160 00  Praha, Dejvice","16000","420","774055042","Mobil","http://www.cukrarnabruno.cz"
"Věrka","Provozujeme cukrárnu.","4","7","Křešínská 131/8, 104 00  Praha, Uhříněves","10400","420","267710188","Telefon",
"Ing. Antonín Rosypal","Provoz cukrárny. Nabídka dortů, zákusků, studené kuchyně a teplých i studených nápojů. Výroba dortů patrových, klasických i květinových, diabetických, bezlepkových, bezlaktózových; svatebních i firemních. Možnost pořádání oslav a akcí v kavárně. Nabídka cateringových služeb, vánočního cukroví, aj.","3.5","7","Na Zderaze 1947/3, 120 00  Praha, Nové Město","12000","420","224923916","Telefon","http://www.cukrarna-studanka.cz"
"Helena Hrubešová","Nabízíme denně čerstvé koláče, zákusky, dorty a chlebíčky, vše vlastní, domácí výroby, z kvalitních surovin bez použití dochucovadel a chemických směsí. K posezení u nás, s sebou i na objednávku.","5","14","Bělohorská 1393/44, 169 00  Praha, Břevnov","16900","420","704407363","Mobil",
"NEW REKLAM","Nabídka několika druhů kávy, nápojů, domácích zákusků a denní jídelní lístek. K posezení nabízíme útulné atrium a venkovní terasu s minigolfem. Usměvavý a velmi ochotný personál, který se vám bude plně věnovat po dobu vaší návštěvy u nás, při návštěvě s kamarádem nebo vašeho důležitého jednání.","5","3","U Slavie 1527/3, 100 00  Praha, Vršovice","10000","420","776111119","Mobil","http://www.cafecollection.cz"
"MONDIELO","Provozujeme kavárnu. Snažíme se přinášet nejen chutná, ale i zdravá jídla a nápoje. Našim zákazníkům nabízíme jen vlastní domácí jídlo, dezerty a nápoje. Na všechno dohlíží špičkoví kuchaři, kteří jsou zárukou stoprocentní kvality a čerstvosti.","4.5","2","Roztylská 2321/19, 148 00  Praha, Chodov","14800","420","739155966","Mobil","https://mondieu.cz"
"Hana RAŠÍNOVÁ","Zveme Vás do naší rodinné cukrárny, kde na Vás čekají dorty vlastní výroby nebo domácí pečivo a koláče. Přijímáme objednávky na celé dorty a chlebíčky. Dodáváme sortiment na catering. Naše kvalita a ceny Vás příjemně překvapí.","5","11","Terronská 582/15, 160 00  Praha, Bubeneč","16000","420","606248887","Mobil","https://www.facebook.com/Bubene%C4%8Dsk%C3%A1-Ovocn%C3%A1-cukr%C3%A1rna-1435274589818837/"
"Helena Součková","Tradiční česká cukrárna s vlastní výrobou. Nabízíme narozeninové a svatební dorty, zákusky i minidezerty, dorty krémové, tvarohové, šlehačkové, ovocné, dětské a marcipánové a také pečeme Velikonoční i Vánoční pečivo. Vnitřní i venkovní posezení, free WiFi, pískoviště.","5","16","Spořická 314/42, 184 00  Praha, Dolní Chabry","18400","420","731447713","Mobil","http://napesine.cz"
"Loving Hut spol. s r.o.","Provoz veganské cukrárny.","-1","0","Jugoslávská 481/12, 120 00  Praha, Vinohrady","12000","420","777727668","Telefon","https://www.lovinghut.cz"
"ENERELIE Plus","Malá útulná kavárna. Nabízíme kávu, zákusky, točenou zmrzlinu, víno, čaje, koktaily (alko i nealko), milkšejky, smoothie apod.","-1","0","Breitcetlova 771/6, 198 00  Praha, Černý Most","19800",,,,"https://coffee-bean.cz"
"ZELA","Provozujeme cukrárnu. Nabízíme zákusky, dorty, chlebíčky, zmrzliny či výbornou kávu.","-1","0","Nuselská 205/43, 140 00  Praha, Nusle","14000","420","727927297","Telefon","https://zelenkovacukrarna.cz"
"Martina Myslíková","Provozujeme cukrárnu. Nabízíme prodej cukrářských výrobků, chlebíčků, kávy, řeckých specialit, zdravé výživy a hořovické pečivo. Poskytujeme i služby pro svatby a ostatní oslavy. Přijímáme objednávky na celé dorty a větší množství ostatního zboží.","5","8","Nuselská 595/78, 140 00  Praha, Michle","14000","420","722299821","Mobil","https://www.facebook.com/cukrarnacharlie"
"CUKRÁRNA HANNY","Vyrábíme dorty a zákusky z pravé šlehačky. Nabízíme výbornou italskou zmrzlinu vlastní výroby. Rádi vám připravíme kávu, poháry, dorty či zákusky. Podle vašeho přání si můžete z naší nabídky vybrat dorty, na které je možno doplnit čísla, loga, písmo, fotografie z jedlého papíru, ovoce, marcipán.","2","10","Zbraslavské náměstí 467, 156 00  Praha, Zbraslav","15600","420","777733467","Telefon","https://www.cukrarnahanny.cz"
"ADANA Coffee","Výběrová káva v srdci města. Najdete zde vždy i něco k zakousnutí – od neodolatelných zákusků po čerstvé saláty.","5","5","Jindřišská 831/2, 110 00  Praha, Nové Město","11000",,,,"https://www.instagram.com/restcafe.cz"
"Cukrárna Marcipánka","Jsme pekárna a cukrárna s kváskovým pečivem, skvělými dezerty a domácí zmrzlinou.","4.5","5","Mladoboleslavská 8, 190 17  Praha, Vinoř","19017","420","603410006","Mobil","https://www.marcipanka.cz"
"Hájek & Hájková","Naše cukrárna nabízí velký výběr ovocných a šlehačkových dortů, chlebíčky, bagety, mléčné koktejly se zmrzlinou, čerstvé ovocné šťávy, točenou jahodovo-banánovou a vanilkovou zmrzlinu, kopečkovou zmrzlinu. Dodáváme i do kaváren a cukráren v okolí.","4","4","Štúrova 1281/10, 142 00  Praha, Krč","14200","420","736539864","Telefon","https://www.cukrarna-hajek-hajkova.cz"
"Simona Lukáčová","Tradiční i luxusní cukrovinky, alkohol našich i světových značek prodáváme již 15 let. Zhotovíme dárkové koše i dorty na vaše přání. Nabízíme dárkové šeky. U nás najdete vždy sladký dárek pro své blízké. Prodáváme italskou zmrzlinu z vlastní výrobny.","-1","0","Novodvorská 1013/151, 142 00  Praha, Lhotka","14200","420","777849360","Mobil","http://www.cukrarnasimona.cz"
"TALER","Provozujeme kavárnu. Nabízíme kávu, minicheesecakes a kořeněné sušenky. Možnost pořádání oslav.","5","3","Pod Harfou 995/23, 190 00  Praha, Vysočany","19000","420","776284433","Mobil","https://www.facebook.com/monkeycoffeehouse/"
"Famagusta Group","Provozujeme cukrárnu se specializací na cupcakes. Všechny naše dortíky pečeme s láskou a s citem pro detail, jsou samozřejmě domácí výroby a pouze z kvalitních surovin. Přijďte ochutnat do originálního pražského cupcake obchůdku nebo objednávejte na zakázku.","4","4","Vyšehradská 1446/53, 128 00  Praha, Nové Město","12800","420","222543841","Telefon","https://www.leliscupcakes.com"
"Sladká cesta","Zaměřujeme se na výrobu a prodej zákusků, kávy 100% arabica a cukroví podle našich receptur z čerstvých a kvalitních surovin. Vaříme si svoje džemy. Pečeme vlastní korpusy. Do krému používáme máslo. Vyrábíme živočišnou šlehačku.","-1","0","Koněvova 2894/39, 130 00  Praha, Žižkov","13000",,,,
"Eliels","Místo, odkud se linou vůně čerstvě upečených koláčů a dortů, jakoby je připravila maminka nebo babička. Denně si tak můžete vybrat na 15 druhů koláčů, dezertů a sušenek a mlsat můžete nad šálkem čerstvé kávy v naší kavárně nebo vám vše zabalíme i s sebou.","5","11","Táborská 583/28, 140 00  Praha, Nusle","14000","420","730504356","Mobil","https://www.kolacovekralovstvi.cz"
"Ivona Závodská","Provozujeme cukrárnu. Nabízíme zákusky, chlebíčky, kávu či čaj. Možnost objednání celých dortů.","5","16","Gutova 70/20, 100 00  Praha, Strašnice","10000","420","724680554","Mobil","https://www.cukrarnazavodska.cz"
"Anna Bednářová","Provozujeme kavárnu.","5","3","V Nových Vokovicích 85/6, 160 00  Praha, Vokovice","16000","420","605563231","Mobil","https://www.facebook.com/tukafekavarna"
"AMBI FOOD","Vítejte v cukrářské dílně Lukáše Pohla a jeho týmu. Zákusky děláme na dvě sousta, abychom vám dali ochutnat víc druhů. Baristé vám k nim připraví výběrovou kávu a pekaři přibalí čerstvé pečivo.","4","11","Vodičkova 710/31, 110 00  Praha, Nové Město","11000","420","730589249","Mobil","https://www.mysak.ambi.cz"
"Nebe La dolce vita","Provoz cukrárny a kavárny. Výroba bonboniér, nabídka belgických pralinek Leonidas, dortů a minizákusků. Prodej moravských vín, zmrzliny a čajů Mlesna včetně vlastní kávy. V letních měsících nabídka nepasterizované zmrzliny, v zimních svařené belgické čokolády.","-1","0","Pplk. Sochora 980/15, 170 00  Praha, Holešovice","17000","420","603174215","Telefon","https://www.nebeskepralinky.cz"
"JAADA cz","Specializujeme na vlastní výrobu tradičních i netradiční dortů - svatebních, narozeninových, firemních s logem, dortů pro děti, mini dezertů, koláčů i svatebních výslužek. Dále vyrábíme chlebíčky, obložené mísy, kanapky a jiné slané delikatesy. K dispozici je WiFi připojení.","4.5","14","Újezd 412/17, 118 00  Praha","11800","420","777235139","Mobil","https://www.uknoflicku.cz"
"APETIT CENTRUM","Provozujeme cukrárnu. Nabízíme dorty, zákusky, chlebíčky, balené saláty, bagety, sendviče, kávu, koktejly, kopečkovou zmrzliny Carte d´or, zmrzlinové poháry vlastní výroby. Prodáváme bonboniéry, čokoládu, cukrovinky a dárkové koše. V létě je zde k dispozici zahrádka s kapacitou 30 míst.","5","8","Revoluční 1634/12, 110 00  Praha, Nové Město","11000","420","603163588","Mobil","http://www.apetitpraha.cz"
"CZ Unity Corporation s.r.o.","Kvalitní káva, luxusní domácí zákusky, snídaně po celý den, polévky a palačinky. Veškeré nápoje a jídla Vám rádi zabalíme s sebou. Také si u nás můžete objednat krásný dort na Vaši oslavu nebo roztomilé minidezerty a cupcakes.","4","2","Kozí 858/13, 110 00  Praha, Staré Město","11000","420","608691974","Telefon","http://www.elviracafe.com"
"Iva Nováková","Malá rodinná kavárna, ve které si kromě vaflí, můžete dát šálek výběrové kávy, brunch či sklenku dobrého vína nebo prosecca.","5","1","Francouzská 230/10, 120 00  Praha, Vinohrady","12000","420","725119979","Mobil","http://www.cafewaffle.cz"
"Bifé","Provozujeme kavárnu s cukrárnou. Nabízíme teplé a studené nápoje, především kávu, horkou čokoládu, domácí limonády, osvěžující drinky a k tomu dorty, zákusky, narozeninové dorty na objednávku a to vše vlastní výroby z čerstvých surovin. K dispozici je zahrádka.","4","13","U prádelny 668, 156 00  Praha, Zbraslav","15600","420","778005885","Prodejna","https://www.facebook.com/bifepradelna"
"Cukrárna V sedmém nebi","Provoz cukrárny.","4.5","6","Hostivařská 597/22, 102 00  Praha, Hostivař","10200","420","604215191","Telefon","https://www.facebook.com/Cukr%C3%A1rna-V-sedm%C3%A9m-nebi-639506186152110"
"eFact","Kavárna je malým rodinným podnikem a nachází se přímo v samotném srdci města. Pro zákazníky jsme poprvé otevřeli dveře v listopadu 2014. Jsme originální kočičí kavárnou, která následuje trendy původních japonských zvířecích kaváren.","4.5","48","Michalská 430/3, 110 00  Praha, Staré Město","11000","420","223008284","Telefon","http://kavarnakocici.com"
"Donut Donuter","Každý den u nás koupíte čerstvé koblížky dle pravé americké receptury. Můžete si u nás koupit donut ke kávě cestou domů z práce, nebo si objednat plnou krabici koblížků na firemní snídani.","4","4","Seifertova 996/31, 130 00  Praha, Žižkov","13000","420","604334061","Mobil","https://donuter.cz"
"Gabriela Lukičová","Najdete u nás skvělé pečivo, které dovážíme z Mělnického pekařství Mšeno. Nabízíme také domácí slané i sladké koláče a dorty, farmářské sýry, chlebíčky a v létě zmrzlinu.","5","2","Šmeralova 134/8, 170 00  Praha, Bubeneč","17000","420","223000730","Telefon","https://www.facebook.com/smeralka"
"Petra Michlíčková","Malé cukrářství s vlastní výrobou dortů, koláčů a tradičních dezertů. Upečeme Vám malý narozeninový dort, ale umíme napéct i velikou svatbu. nNešetříme na surovinách, dodáváme jen poctivé výrobky z kvalitních surovin.","5","1","Ve žlíbku 1860/72, 193 00  Praha, Horní Počernice","19300","420","721100146","Mobil","http://cukrarstvivzahrade.cz"
"Ollies dorty","Výdejna cukrářských výrobků z naší cukrárny.","-1","0","Tusarova 1622/39a, 170 00  Praha, Holešovice","17000","420","603424268","Mobil","https://ollies.cz"
"Helen´s coffee","Rodinná kavárna přímo u metra B Hůrka. Výběrová káva Doubleshot, filtrovaná káva z top pražíren, domácí limonády, skvělé dorty, zapečené chleby a bagely. Navštivte také naší první pobočku Helen's coffee na adrese Harmonická 11.","4.5","6","Sluneční náměstí 2560/4, 158 00  Praha, Stodůlky","15800","420","739822007","Telefon","https://www.facebook.com/helenscoffeehurka"
"Klára Čornaničová","Bezlepková kavárna/cukrárna. Zákusky i bez mléka a laktózy. Výroba dortů na zakázku. Bohatý výběr kávy zn. Filicori.","5","1","Na spojce 87/8, 101 00  Praha, Vršovice","10100","420","777474999","Telefon","https://www.facebook.com/profile.php"
"Inteligencia","Specializujeme se na prodej zmrzliny.","4","3","Malostranské náměstí 38/24, 118 00  Praha, Malá Strana","11800",,,,"http://www.amorino.com"
"NO. 1 CUKRÁŘSTVÍ","Jsme malé punkové cukrářství na Vinohradech s vlastní výrobnou zákusků a dortů z čerstvých a sezónních surovin.","4.5","13","Čáslavská 1791/1, 130 00  Praha, Vinohrady","13000","420","608218230","Mobil","https://www.cukrarstvicp1.cz"
"Iryna Jamborova","Jsme rodinná cukrárna. Vyrábíme pro vás nejrůznější dorty a zákusky podle osvědčených receptů z celého světa.","5","27","Cukrovarská 15/20, 196 00  Praha, Čakovice","19600","420","775033520","Mobil","http://www.sladkadilna.cz"
"365-7-24.cz","Výroba a prodej dortů podle vlastních receptur.","1","1","Plzeňská 233/8, 150 00  Praha, Smíchov","15000","420","777266933","Mobil","https://sicake.cz"
"Symposio Gastro","Provozujeme cukrárnu. Nabízíme různé druhy zákusků.","4.5","14","Musílkova 335/62, 150 00  Praha, Košíře","15000","420","725860351","Mobil","https://www.zavalianissweet.cz"
"KUMBAL s.r.o.","Provozujeme kavárnu. Nabízíme kolumbijskou kávu, mléčné koktejly a vynikající vína, domácí koláče a dorty, zapečené tousty a další občerstvení. K dispozici je malá venkovní zahrádka, WiFi, k zapůjčení denní tisk, časopisy a deskové hry. Možnost rezervace celé kavárny pro soukromou oslavu.","5","9","Heřmanova 408/12, 170 00  Praha, Holešovice","17000","420","777559842","Mobil","http://www.kumbal.cz"
"Hana Benešová","Provozujeme cukrárnu s vlastní výrobou a bistrem. V nabídce máme klasické sladké zákusky a dorty a také slané dobroty.","-1","0","Litevská 1273/2, 100 00  Praha, Vršovice","10000","420","774201040","Mobil","http://www.cukrarnalilly.cz"
"Staropražské tradiční trdlo","Prodej tradičního trdelníku.","-1","0","Na Můstku 383/1, 110 00  Praha, Staré Město","11000","420","608611823","Mobil","http://www.trdlo.com"
"Votre plaisir","Preciznost francouzského cukrářství a opravdová chuť, to jsou naše dezerty a dorty. Naši cukrárnu naleznete v samém centru města. Moderní zpracování a špičkové suroviny. Rádi vám také připravíme kávu, čaj, míchané drinky, sklenku naturálního vína či Prosecca nebo láhev Champagne.","-1","0","Klimentská 1246/1, 110 00  Praha, Nové Město","11000","420","737509106","Mobil","https://www.votreplaisir.cz"
"Ivana Andreasová","Provoz cukrárny a kavárny. Nabízíme kávu a zákusky.","5","4","Starostrašnická 960/35, 100 00  Praha, Strašnice","10000","420","737977748","Mobil",
"Cukrárna No. 3","Provoz cukrárny.","5","3","K Borovíčku 104/1, 148 00  Praha, Kunratice","14800","420","604265611","Telefon","https://cukrarnano3.business.site"
"Ventury s.r.o.","Provozujeme kavárnu. K lahodné kávě Lavazza Vám nabídneme výjimečné mezinárodní dezerty, které sami připravujeme přímo v naší kavárně. Kromě dezertů pečeme také veškeré podávané pečivo, zcela jistě si tak vyberete z naší široké nabídky toastů či domácích polévek.","2.5","2","Celetná 598/11, 110 00  Praha, Staré Město","11000","420","602248533","Telefon","https://www.facebook.com/cakeshopprague"
"Lucie Zrucká","Zabýváme se výrobou a prodejem dortů, zákusků, minidezertů a zmrzlinových pohárů. Nabízíme možnost dovezení dortů a zákusků chladicím vozem. Prodáváme ovocné, krémové, čokoládové i šlehačkové zákusky či zákusky pro diabetiky. Poskytujeme kompletní svatební zákuskový servis i s dopravou.","4.5","13","Koněvova 129/10, 130 00  Praha, Žižkov","13000","420","222781732","Telefon","https://cukrarnalucie.cz"
"Martin Hinda","Zabýváme se pekařskou a cukrářskou výrobou. Nabízíme klasické, speciální, šlehačkové a atypické dorty, ovocné řezy, karamelové větrníky a další. V našem sortimentu naleznete také rolády, kremrole, košíčky a jiné.","3","2","Jana Želivského 1860/27, 130 00  Praha, Žižkov","13000","420","222585989","Telefon","https://www.cukrarna-smis.cz"
"Baštova zmrzlinárna s.r.o.","Nabízíme domácí zmrzlinu a dorty vlastní výroby. Dále nabízíme kávu.","5","5","náměstí Bratří Synků, 140 00  Praha","14000","420","739041166","Mobil","https://www.facebook.com/bastovazmrzlina"
"Monika Walterová","Provozujeme cukrárnu. Nabízíme zakázkovou výrobu dortů, svatebních koláčů, zákusků, chlebíčků a jednohubek. Vyrábíme minidezerty, domácí jablečné záviny, obložené mísy a pečeme vánoční cukroví.","5","8","Vlkova 456/10, 130 00  Praha, Žižkov","13000","420","222721813","Telefon","https://cukrarnasladkamonika.cz"
"SALE - PRAHA","Provozujeme kavárnu a cukrárnu s nabídkou různých druhů káv, zákusků, dortů, palačinek, zmrzliny a zmrzlinových pohárů.","-1","0","Nerudova 232/49, 118 00  Praha, Malá Strana","11800","420","773452349","Mobil","https://www.latorta.eu"
"Cafetrade","Nabízíme snídaně i gourmet menu - ochutnat můžete říční raky nebo šneky. Vlastní pekárna nabízí denně čerstvé pečivo a navazuje na prvorepublikovou kavárenskou atmosféru. Nevšední interiér podtrhuje památkově chráněný strop s historií od roku 1893.","3.5","10","Vítězná 124/5, 150 00  Praha, Malá Strana","15000","420","731136144","Telefon","https://cafesavoy.ambi.cz/cz/"
"sweet rawisa","Jsme rodinná kavárna specializující se na vlastní výrobu raw vegan dezertů. Všechny naše produkty jsou přirozeně bez lepku a laktózy, vegan a raw. Samozřejmostí jsou i narozeninové a svatební dorty.","5","1","Rumunská 256/25, 120 00  Praha, Vinohrady","12000","420","799501255","Telefon","https://www.treesisters.cz"
